P_YYYYMMDD,CZ_LNK_KEY,BASE_DT,CALL_ID,CALL_CRTE_DTTM,CUST_CNSL_TM,STT_TXT_CNTN,INQU_CNTN,CSLR_PRSS_CNTN,CNSL_ALL_SMRY_CNTN,CUST_SNMT_NM,CNSL_SBJC_TIT_NM,CNSL_SCLS_CD,CNSL_THMA_NM,ENTR_NO,CUST_NO,BQ_LOAD_DTTM,BQ_LOAD_USER_ID
2026-09-11,220027,20260911,CALL-PAY-P-1-027,2026-09-11T20:13:00,273,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0027,220027,2026-09-11T22:13:00,synthetic-seeder
2026-09-11,220028,20260911,CALL-PAY-P-1-028,2026-09-11T20:14:00,274,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0028,220028,2026-09-11T22:14:00,synthetic-seeder
2026-09-12,220111,20260912,CALL-PAY-P-2-011,2026-09-12T20:01:00,261,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0111,220111,2026-09-12T22:01:00,synthetic-seeder
2026-09-12,220112,20260912,CALL-PAY-P-2-012,2026-09-12T20:02:00,262,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0112,220112,2026-09-12T22:02:00,synthetic-seeder
2026-09-12,220113,20260912,CALL-PAY-P-2-013,2026-09-12T20:03:00,263,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0113,220113,2026-09-12T22:03:00,synthetic-seeder
2026-09-12,220114,20260912,CALL-PAY-P-2-014,2026-09-12T20:04:00,264,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0114,220114,2026-09-12T22:04:00,synthetic-seeder
2026-09-12,220123,20260912,CALL-PAY-P-2-023,2026-09-12T20:05:00,265,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0123,220123,2026-09-12T22:05:00,synthetic-seeder
2026-09-12,220124,20260912,CALL-PAY-P-2-024,2026-09-12T20:06:00,266,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0124,220124,2026-09-12T22:06:00,synthetic-seeder
2026-09-12,220125,20260912,CALL-PAY-P-2-025,2026-09-12T20:07:00,267,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0125,220125,2026-09-12T22:07:00,synthetic-seeder
2026-09-12,220126,20260912,CALL-PAY-P-2-026,2026-09-12T20:08:00,268,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0126,220126,2026-09-12T22:08:00,synthetic-seeder
2026-09-12,220127,20260912,CALL-PAY-P-2-027,2026-09-12T20:09:00,269,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0127,220127,2026-09-12T22:09:00,synthetic-seeder
2026-09-12,220128,20260912,CALL-PAY-P-2-028,2026-09-12T20:10:00,270,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0128,220128,2026-09-12T22:10:00,synthetic-seeder
2026-09-12,220129,20260912,CALL-PAY-P-2-029,2026-09-12T20:11:00,271,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0129,220129,2026-09-12T22:11:00,synthetic-seeder
2026-09-12,220130,20260912,CALL-PAY-P-2-030,2026-09-12T20:12:00,272,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0130,220130,2026-09-12T22:12:00,synthetic-seeder
2026-09-13,220212,20260913,CALL-PAY-P-3-012,2026-09-13T20:01:00,261,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0212,220212,2026-09-13T22:01:00,synthetic-seeder
2026-09-13,220213,20260913,CALL-PAY-P-3-013,2026-09-13T20:02:00,262,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0213,220213,2026-09-13T22:02:00,synthetic-seeder
2026-09-13,220214,20260913,CALL-PAY-P-3-014,2026-09-13T20:03:00,263,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0214,220214,2026-09-13T22:03:00,synthetic-seeder
2026-09-13,220215,20260913,CALL-PAY-P-3-015,2026-09-13T20:04:00,264,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0215,220215,2026-09-13T22:04:00,synthetic-seeder
2026-09-13,220216,20260913,CALL-PAY-P-3-016,2026-09-13T20:05:00,265,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0216,220216,2026-09-13T22:05:00,synthetic-seeder
2026-09-13,220217,20260913,CALL-PAY-P-3-017,2026-09-13T20:06:00,266,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0217,220217,2026-09-13T22:06:00,synthetic-seeder
2026-09-13,220218,20260913,CALL-PAY-P-3-018,2026-09-13T20:07:00,267,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0218,220218,2026-09-13T22:07:00,synthetic-seeder
2026-09-13,220219,20260913,CALL-PAY-P-3-019,2026-09-13T20:08:00,268,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0219,220219,2026-09-13T22:08:00,synthetic-seeder
2026-09-13,220220,20260913,CALL-PAY-P-3-020,2026-09-13T20:09:00,269,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0220,220220,2026-09-13T22:09:00,synthetic-seeder
2026-09-13,220227,20260913,CALL-PAY-P-3-027,2026-09-13T20:10:00,270,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0227,220227,2026-09-13T22:10:00,synthetic-seeder
2026-09-14,220321,20260914,CALL-PAY-P-4-021,2026-09-14T20:01:00,261,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0321,220321,2026-09-14T22:01:00,synthetic-seeder
2026-09-14,220322,20260914,CALL-PAY-P-4-022,2026-09-14T20:02:00,262,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0322,220322,2026-09-14T22:02:00,synthetic-seeder
2026-09-14,220323,20260914,CALL-PAY-P-4-023,2026-09-14T20:03:00,263,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0323,220323,2026-09-14T22:03:00,synthetic-seeder
2026-09-14,220324,20260914,CALL-PAY-P-4-024,2026-09-14T20:04:00,264,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0324,220324,2026-09-14T22:04:00,synthetic-seeder
2026-09-14,220325,20260914,CALL-PAY-P-4-025,2026-09-14T20:05:00,265,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0325,220325,2026-09-14T22:05:00,synthetic-seeder
2026-09-14,220326,20260914,CALL-PAY-P-4-026,2026-09-14T20:06:00,266,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0326,220326,2026-09-14T22:06:00,synthetic-seeder
2026-09-14,220331,20260914,CALL-PAY-P-4-031,2026-09-14T20:07:00,267,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0331,220331,2026-09-14T22:07:00,synthetic-seeder
2026-09-14,220332,20260914,CALL-PAY-P-4-032,2026-09-14T20:08:00,268,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0332,220332,2026-09-14T22:08:00,synthetic-seeder
2026-09-15,220426,20260915,CALL-PAY-P-5-026,2026-09-15T20:01:00,261,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0426,220426,2026-09-15T22:01:00,synthetic-seeder
2026-09-15,220427,20260915,CALL-PAY-P-5-027,2026-09-15T20:02:00,262,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0427,220427,2026-09-15T22:02:00,synthetic-seeder
2026-09-15,220428,20260915,CALL-PAY-P-5-028,2026-09-15T20:03:00,263,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0428,220428,2026-09-15T22:03:00,synthetic-seeder
2026-09-15,220429,20260915,CALL-PAY-P-5-029,2026-09-15T20:04:00,264,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0429,220429,2026-09-15T22:04:00,synthetic-seeder
2026-09-15,220430,20260915,CALL-PAY-P-5-030,2026-09-15T20:05:00,265,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0430,220430,2026-09-15T22:05:00,synthetic-seeder
2026-09-15,220431,20260915,CALL-PAY-P-5-031,2026-09-15T20:06:00,266,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0431,220431,2026-09-15T22:06:00,synthetic-seeder
2026-09-16,220529,20260916,CALL-PAY-P-6-029,2026-09-16T20:01:00,261,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0529,220529,2026-09-16T22:01:00,synthetic-seeder
2026-09-16,220530,20260916,CALL-PAY-P-6-030,2026-09-16T20:02:00,262,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0530,220530,2026-09-16T22:02:00,synthetic-seeder
2026-09-16,220531,20260916,CALL-PAY-P-6-031,2026-09-16T20:03:00,263,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0531,220531,2026-09-16T22:03:00,synthetic-seeder
2026-09-16,220532,20260916,CALL-PAY-P-6-032,2026-09-16T20:04:00,264,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0532,220532,2026-09-16T22:04:00,synthetic-seeder
2026-09-16,220533,20260916,CALL-PAY-P-6-033,2026-09-16T20:05:00,265,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0533,220533,2026-09-16T22:05:00,synthetic-seeder
2026-09-17,220631,20260917,CALL-PAY-P-7-031,2026-09-17T20:01:00,261,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0631,220631,2026-09-17T22:01:00,synthetic-seeder
2026-09-17,220632,20260917,CALL-PAY-P-7-032,2026-09-17T20:02:00,262,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0632,220632,2026-09-17T22:02:00,synthetic-seeder
2026-09-17,220633,20260917,CALL-PAY-P-7-033,2026-09-17T20:03:00,263,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0633,220633,2026-09-17T22:03:00,synthetic-seeder
2026-09-17,220634,20260917,CALL-PAY-P-7-034,2026-09-17T20:04:00,264,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0634,220634,2026-09-17T22:04:00,synthetic-seeder
2026-09-04,310009,20260904,CALL-310009,2026-09-04T14:09:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0009,310009,2026-09-04T16:09:00,synthetic-seeder
2026-09-04,310004,20260904,CALL-310004,2026-09-04T14:04:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0004,310004,2026-09-04T16:04:00,synthetic-seeder
2026-09-04,310005,20260904,CALL-310005,2026-09-04T14:05:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0005,310005,2026-09-04T16:05:00,synthetic-seeder
2026-09-04,310016,20260904,CALL-310016,2026-09-04T14:16:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0016,310016,2026-09-04T16:16:00,synthetic-seeder
2026-09-04,310012,20260904,CALL-310012,2026-09-04T14:12:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0012,310012,2026-09-04T16:12:00,synthetic-seeder
2026-09-04,310019,20260904,CALL-310019,2026-09-04T14:19:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0019,310019,2026-09-04T16:19:00,synthetic-seeder
2026-09-04,310003,20260904,CALL-310003,2026-09-04T14:03:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0003,310003,2026-09-04T16:03:00,synthetic-seeder
2026-09-04,310001,20260904,CALL-310001,2026-09-04T14:01:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0001,310001,2026-09-04T16:01:00,synthetic-seeder
2026-09-04,310006,20260904,CALL-310006,2026-09-04T14:06:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0006,310006,2026-09-04T16:06:00,synthetic-seeder
2026-09-04,310018,20260904,CALL-310018,2026-09-04T14:18:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0018,310018,2026-09-04T16:18:00,synthetic-seeder
2026-09-05,310118,20260905,CALL-310118,2026-09-05T14:18:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0118,310118,2026-09-05T16:18:00,synthetic-seeder
2026-09-05,310108,20260905,CALL-310108,2026-09-05T14:08:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0108,310108,2026-09-05T16:08:00,synthetic-seeder
2026-09-05,310104,20260905,CALL-310104,2026-09-05T14:04:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0104,310104,2026-09-05T16:04:00,synthetic-seeder
2026-09-05,310113,20260905,CALL-310113,2026-09-05T14:13:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0113,310113,2026-09-05T16:13:00,synthetic-seeder
2026-09-05,310111,20260905,CALL-310111,2026-09-05T14:11:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0111,310111,2026-09-05T16:11:00,synthetic-seeder
2026-09-05,310110,20260905,CALL-310110,2026-09-05T14:10:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0110,310110,2026-09-05T16:10:00,synthetic-seeder
2026-09-05,310119,20260905,CALL-310119,2026-09-05T14:19:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0119,310119,2026-09-05T16:19:00,synthetic-seeder
2026-09-05,310106,20260905,CALL-310106,2026-09-05T14:06:00,300,여행에 맞는 로밍 요금제를 안내받고 가입하고 싶어요.,로밍 요금제 안내 및 가입 요청,상담원 로밍 가입 처리 완료,로밍 요금제 안내 후 가입 처리 완료,상담완료,로밍 요금제 가입,ROAM-PLAN-01,해외 로밍 이용,ENTR-ROAMING-BASELINE-0106,310106,2026-09-05T16:06:00,synthetic-seeder
